missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,fwd_pkts_per_sec,down_up_ratio,fwd_header_size_max,bwd_header_size_min,fwd_pkts_payload.tot,bwd_pkts_payload.tot,bwd_pkts_payload.avg,flow_pkts_payload.avg,bwd_iat.tot,flow_iat.tot,data_pkts_difference
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,0.8822289033247395,1.1895592870056595,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,0.8822289033247395,1.1895592870056595,6.028370857181279e-06,0.1666666666666666,0.1689304692504505,1.9235737278355851,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,0.5469015864260914,-0.0139894041554219
0.0,0.4057250278359249,-0.1207165775743606,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.2376952248221232,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.6053393145497478,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.7301587301489814,0.1666666666666666,0.1689304692504505,1.9235737278355851,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636387090368426,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,1.3527436362558154,2.706267397579904,3.6472734143478704,4.328449638419265,7.535916519093172e-05,0.1666666666666666,0.1689304692504505,1.5288808961014206,-0.0009451572085767,1.2622832206293852,1.8447071537045368,-0.0009451572085846,0.9753571525780416,0.6889600321346363,0.2420082062918081
0.0,-0.0677842763740202,-0.0817236951584397,0.8822289033247395,1.50344832214702,4.058796691855824e-05,0.1666666666666666,1.478157005148342,2.7129593913039147,-0.000945157208542,-0.024054168347046,-0.0528280800451904,-0.0009451572085772,0.3393455939355818,0.1529593981720671,0.1396091621129161
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,0.0045543201779884,0.1666666666666666,-1.140296066647441,0.3448024008989264,-0.0009451572085809,1.3823413769338522,6.1710874866539145,-0.0009451572085834,-0.0711524363678556,-0.1589419660377537,-0.0139894041554219
0.0,1.3527436362558154,2.696519176975924,3.6472734143478704,4.328449638419265,0.000119705522536,0.1666666666666666,0.1689304692504505,1.5288808961014206,-0.0009451572076465,-0.024054168347046,-0.0528280800451904,-0.0009451572085672,1.132849977515325,0.7667166734234805,1.3171981701701745
0.0,-0.0677842763740202,-0.2376952248221232,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.6053393145497478,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.0817236951584397,0.8822289033247395,1.0326147694349792,0.643356643354956,0.1666666666666666,1.478157005148342,2.7129593913039147,-0.0009451572085799,-0.024054168347046,-0.0528280800451904,-0.0009451572085798,-0.0761261885655778,-0.1636379175319996,0.037210117934024
0.0,-0.0677842763740202,-0.2766881072380441,0.8822289033247395,1.1895592870056595,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.4445832625694031,-0.0009451572085911,-0.024054168347046,-0.0528280800451904,-0.0009451572085854,-0.0761261885655778,-0.1636445754842839,-0.0139894041554219
