missed_bytes,orig_pkts,orig_ip_bytes,resp_ip_bytes,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,bwd_header_size_tot,bwd_header_size_min,bwd_pkts_payload.avg,flow_pkts_payload.avg,fwd_iat.tot,bwd_iat.tot,pkts_difference,data_pkts_difference
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,1.1895592870056595,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,1.1895592870056595,8.19072127342224e-06,0.1666666666666666,-0.1042526011162753,0.2251564857715013,1.9235737278355851,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0434618219300435,-0.0139894041554219
0.0,0.4057250278359249,-0.1207165775743606,-0.5368304062718233,0.0,0.0,-0.3030038668946638,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2376952248221232,-0.5368304062718233,0.0,0.0,-0.0380021791901458,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.9920634920597076,0.1666666666666666,-0.1042526011162753,0.2251564857715013,1.9235737278355851,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0434618219300435,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,1.3527436362558154,2.706267397579904,4.328449638419265,0.0001023901700973,0.1666666666666666,4.533276933712789,5.357094921066365,1.5288808961014206,1.8447071537045368,-0.0009451572085846,0.6935398393212634,0.9753571525780416,-0.0434618219300435,0.2420082062918081
0.0,-0.0677842763740202,-0.0817236951584397,1.50344832214702,5.51467090845108e-05,0.1666666666666666,1.1545054154801848,2.010178550221889,2.7129593913039147,-0.0528280800451904,-0.0009451572085772,0.1573107206355619,0.3393455939355818,-0.0434618219300435,0.1396091621129161
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.3936667544858068,-0.5368304062718233,0.0,0.0,-0.3030038668946638,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.3936667544858068,-0.5368304062718233,0.0,0.0,-0.3030038668946638,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,1.0326147694349792,0.0061879350095987,0.1666666666666666,0.2269995085143721,0.5226601631798994,0.3448024008989264,6.1710874866539145,-0.0009451572085834,-0.1586685259619458,-0.0711524363678556,-0.0434618219300435,-0.0139894041554219
0.0,1.3527436362558154,2.696519176975924,4.328449638419265,0.0001626433730125,0.1666666666666666,8.17705013964991,9.447770485431835,1.5288808961014206,-0.0528280800451904,-0.0009451572085672,0.76070547943616,1.132849977515325,-0.0434618219300435,1.3171981701701745
0.0,-0.0677842763740202,-0.2376952248221232,-0.5368304062718233,0.0,0.0,-0.0380021791901458,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.0817236951584397,1.0326147694349792,0.8741258741319179,0.1666666666666666,0.0944986646621131,0.3739083244757004,2.7129593913039147,-0.0528280800451904,-0.0009451572085798,-0.1593915399722712,-0.0761261885655778,-0.0434618219300435,0.037210117934024
0.0,-0.0677842763740202,-0.2766881072380441,1.1895592870056595,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2376952248221232,-0.5368304062718233,0.0,0.0,-0.0380021791901458,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,1.0326147694349792,0.010100357145071,0.1666666666666666,0.2269995085143721,0.5226601631798994,0.3448024008989264,6.1710874866539145,-0.0009451572085834,-0.1583276292574544,-0.07317106989633,-0.0434618219300435,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.0817236951584397,-0.5368304062718233,0.0,0.0,0.2269995085143721,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,1.0326147694349792,9.55282300710678e-05,0.1538461666666666,3.8707727144514936,4.241456130784874,1.5288808961014206,1.8447071537045368,-0.0009451572085847,0.6024407260879852,0.7122763153721159,0.0079662543306279,0.1908086842023621
0.0,-0.0677842763740202,-0.2376952248221232,-0.5368304062718233,0.0,0.0,-0.0380021791901458,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2766881072380441,-0.5368304062718233,0.0,0.0,-0.1042526011162753,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,-0.0677842763740202,-0.2376952248221232,-0.5368304062718233,0.0,0.0,-0.0380021791901458,-0.2210990303410955,-0.4445832625694031,-0.0528280800451904,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,0.0079662543306279,-0.0139894041554219
0.0,0.4057250278359249,0.1132407169211646,1.0326147694349792,0.0001080896556377,0.1666666666666666,4.533276933712789,5.357094921066365,1.5288808961014206,1.8447071537045368,-0.0009451572085846,0.6485653217416764,0.9751596151304048,-0.0434618219300435,0.2420082062918081
