orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,fwd_pkts_per_sec,down_up_ratio,fwd_header_size_max,bwd_header_size_max,fwd_pkts_payload.avg,bwd_pkts_payload.tot,flow_pkts_payload.tot,fwd_iat.avg,flow_iat.avg,pkts_difference
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.5412935805839654,-0.666616931397253,0.8822289033247395,1.1895592870056595,0.0001271292352664,0.1666666666666666,0.1689304692504505,1.7362468981909438,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.0962710964901118,-0.0434618219300435
1.3527436362558154,2.706267397579904,3.6472734143478704,4.328449638419265,7.474028301167736e-05,0.1666666666666666,0.1689304692504505,1.3744987407673643,-0.0009451572085849,1.2622832206293852,-0.0009451572085683,-0.0394835387641882,-0.1046623592935982,-0.0434618219300435
-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,8.408047962108536e-05,0.15625,0.1689304692504505,1.3744987407673643,-0.000945157208585,1.2622832206293852,-0.0009451572085683,-0.054681219103133,-0.1100354190984096,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2376952248221232,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.6053393145497478,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
1.3527436362558154,2.696519176975924,3.6472734143478704,4.328449638419265,7.230379772117325e-05,0.1666666666666666,0.1689304692504505,1.3744987407673643,-0.0009451572085849,1.005015742834099,-0.0009451572085729,-0.0320293277393272,-0.101887943609454,-0.0434618219300435
-0.0677842763740202,-0.0817236951584397,0.8822289033247395,1.0326147694349792,0.0556563823408541,0.1666666666666666,1.478157005148342,2.4597432130381023,-0.0009451572085723,-0.024054168347046,-0.0009451572085776,-0.1683854835713161,-0.1672043902075666,-0.0434618219300435
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,8.474908733287098e-05,0.15625,0.1689304692504505,1.3744987407673643,-0.000945157208585,1.2622832206293852,-0.0009451572085683,-0.0555782644229863,-0.110487722573669,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,0.0073265907372729,0.1666666666666666,-1.140296066647441,0.2892542684966266,-0.0009451572085838,1.3823413769338522,-0.0009451572085715,-0.1680307957955434,-0.1666814326661129,-0.0434618219300435
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,0.0068472759761157,0.1666666666666666,-1.140296066647441,0.2892542684966266,-0.0009451572085839,1.3823413769338522,-0.0009451572085717,-0.1676630535224681,-0.1666334574138649,-0.0434618219300435
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.1689304692504505,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
-0.0677842763740202,-0.2376952248221232,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.6053393145497478,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,7.216824245384056e-05,0.1666666666666666,0.1689304692504505,1.3744987407673643,-0.0009451572085849,1.005015742834099,-0.0009451572085729,-0.0317732160335825,-0.1017649576113713,-0.0434618219300435
1.3527436362558154,2.696519176975924,3.6472734143478704,4.328449638419265,0.0004177946042974,0.0907406666666666,0.1689304692504505,1.3744987407673643,-0.0009451572085824,-0.024054168347046,-0.0009451572082739,-0.1467038601299175,-0.1532580099524826,2.065089304757489
-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.140296066647441,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.1683854835713161,-0.1673667856182742,0.0079662543306279
1.3527436362558154,2.696519176975924,3.6472734143478704,4.328449638419265,7.740681743548005e-05,0.1666666666666666,0.1689304692504505,1.3744987407673643,-0.0009451572085849,1.2622832206293852,-0.0009451572085683,-0.0443268049946574,-0.1069715437698322,-0.0434618219300435
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,0.000415838309284,0.1666666666666666,1.478157005148342,2.4597432130381023,-0.0009451572085845,0.2503644746345926,-0.0009451572085807,-0.1425212310787403,-0.1555112061355536,-0.0434618219300435
