orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,fwd_pkts_per_sec,down_up_ratio,fwd_header_size_min,bwd_header_size_min,bwd_header_size_max,fwd_pkts_payload.avg,bwd_pkts_payload.tot,flow_pkts_payload.tot,flow_pkts_payload.avg,fwd_iat.tot,bwd_iat.tot,bwd_iat.avg,flow_iat.tot,flow_iat.avg,pkts_difference,data_pkts_difference
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.5412935805839654,-0.666616931397253,0.8822289033247395,1.1895592870056595,0.0001271292352664,0.1666666666666666,0.2008496896641883,1.9235737278355851,1.7362468981909438,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.129951007115078,-0.0962710964901118,-0.0434618219300435,-0.0139894041554219
1.3527436362558154,2.706267397579904,3.6472734143478704,4.328449638419265,7.474028301167736e-05,0.1666666666666666,0.2008496896641883,1.5288808961014206,1.3744987407673643,-0.0009451572085849,1.2622832206293852,-0.0009451572085683,-0.0009451572085846,0.64176708970428,0.9767787134375044,0.7249377745966368,0.6387088349124277,-0.1046623592935982,-0.0434618219300435,0.2420082062918081
-0.0677842763740202,-0.3936667544858068,-0.5002933521868261,-0.5368304062718233,0.0,0.0,-1.1644551361639344,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
0.4057250278359249,0.1132407169211646,0.8822289033247395,1.0326147694349792,8.408047962108536e-05,0.15625,0.2008496896641883,1.5288808961014206,1.3744987407673643,-0.000945157208585,1.2622832206293852,-0.0009451572085683,-0.0009451572085847,0.6560328645648352,0.9756226947209056,0.6653940884766053,0.651467426901066,-0.1100354190984096,0.0079662543306279,0.2420082062918081
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.0677842763740202,-0.2376952248221232,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.6559512982735625,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
-0.0677842763740202,-0.2766881072380441,-0.5002933521868261,-0.5368304062718233,0.0,0.0,0.2008496896641883,-0.4445832625694031,-0.434242046350532,-0.0009451572085859,-0.024054168347046,-0.0009451572085912,-0.0009451572085854,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1636445754842839,-0.1673667856182742,0.0079662543306279,-0.0139894041554219
1.3527436362558154,2.696519176975924,3.6472734143478704,4.328449638419265,7.230379772117325e-05,0.1666666666666666,0.2008496896641883,1.5288808961014206,1.3744987407673643,-0.0009451572085849,1.005015742834099,-0.0009451572085729,-0.0009451572085846,0.4925226615717475,0.7128988057888294,0.7037274246037792,0.4880198672860338,-0.101887943609454,-0.0434618219300435,0.1908086842023621
-0.0677842763740202,-0.0817236951584397,0.8822289033247395,1.0326147694349792,0.0556563823408541,0.1666666666666666,1.5661545154923109,2.7129593913039147,2.4597432130381023,-0.0009451572085723,-0.024054168347046,-0.0009451572085776,-0.0009451572085786,-0.1593915399722712,-0.0761261885655778,-0.0969430236940919,-0.1635676132810812,-0.1672043902075666,-0.0434618219300435,0.037210117934024
